날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,마늘가격,마늘거래량,마늘생산량,마늘저장이월량,마늘수입량,마늘수입금액,마늘재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2019-11-07,0,0.9,10.4,16.8,5.2,65,19,1.8,13.4,2925.249467,112.63,387670,5526,50086,37072,27688,1820.76,1534.42,1380.76,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-08,0,3.5,7.5,15.2,1.8,59,14,1.4,12.5,2415.630666,179.66,387670,5526,50086,37072,27688,1820.17,1534.33,1380.75,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-09,0.1,16.1,8.1,17.1,1,61,16,1.2,10.6,2930.995576,129.3,387670,5526,50086,37072,27688,1819.96,1534.22,1380.51,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-11,1,18.8,11.7,16.7,7.4,74,36,2.2,17.9,2919.196517,144.47,387670,5526,50086,37072,27688,1819.42,1534.28,1380.39,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-12,0,0.9,9.2,16.3,4.3,75,21,1.1,8.7,2890.550651,173.99,387670,5526,50086,37072,27688,1819.84,1534.38,1380.34,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-13,2.7,23,8.6,13.5,3.3,75,17,1.8,19.6,2774.852381,150.79,387670,5526,50086,37072,27688,1819.54,1534.43,1380.28,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-14,0,0.6,3.3,8.4,-1.1,44,10,2.7,20.2,2716.443227,166.19,387670,5526,50086,37072,27688,1819.58,1534.64,1380.18,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-15,3.3,23.4,6.8,13.5,-1.5,71,21,1.7,12.2,2997.623333,153.28,387670,5526,50086,37072,27688,1819.32,1534.8,1380.27,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-16,0.3,3.5,10.1,16.9,5,81,17,1.2,7.3,2995.711908,160.38,387670,5526,50086,37072,27688,1819.52,1535.02,1380.14,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-18,12.8,32.8,8.4,16.2,3,65,15,3.6,22.2,2929.61078,145.75,387670,5526,50086,37072,27688,1819.94,1535.3,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-19,0.1,3.9,3.3,6.8,0.1,57,18,2.7,18.7,3014.983044,139.18,387670,5526,50086,37072,27688,1820.66,1535.36,1379.84,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-20,0,0.2,2.2,8.7,-2.5,54,8,1.5,11.7,2991.331296,157.21,387670,5526,50086,37072,27688,1821.61,1535.46,1379.68,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-21,0,0,4.7,12.1,-3,55,12,1.1,7.8,3016.788766,149.29,387670,5526,50086,37072,27688,1821.39,1535.76,1379.7,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-22,0,0,8.9,17.3,2.4,65,16,1.3,8.4,2872.828267,135.04,387670,5526,50086,37072,27688,1821.09,1536.04,1379.78,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-23,0,0.4,10.4,18.1,4.1,76,33,1.1,7.6,3083.840955,91.67,387670,5526,50086,37072,27688,1821,1536.34,1379.82,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-25,2.7,71.1,5.7,10.6,3.1,70,31,2.5,18.5,2752.316761,119.66,387670,5526,50086,37072,27688,1821.53,1536.84,1380,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-26,0.3,14,7.5,13.4,2.2,73,30,1.3,8.6,3103.640822,124.87,387670,5526,50086,37072,27688,1821.55,1537.09,1380.05,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-27,0.8,25.4,6,9.5,2.4,64,28,2,14.1,2275.141849,199.45,387670,5526,50086,37072,27688,1821.49,1537.4,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-28,2.3,52.4,4.6,10.4,0.1,73,29,1.5,14,2897.066552,122.22,387670,5526,50086,37072,27688,1820.68,1537.75,1380.26,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-29,0,20,3.1,9.8,-1.5,63,7,1.4,10.5,3012.31499,141.59,387670,5526,50086,37072,27688,1820.96,1538.07,1380.37,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-30,0.1,12.2,5.1,12.6,-1.9,63,20,1,8,3048.271997,105.03,387670,5526,50086,37072,27688,1820.76,1538.41,1380.35,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-12-02,0.2,4.2,3.3,6.7,-0.1,57,21,3.1,20,3003.328222,158.87,387670,5526,50086,37072,27688,1821.91,1539.22,1380.65,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-03,0.4,11.7,2,6.4,-3.1,68,26,1.7,16.2,3056.842119,129.87,387670,5526,50086,37072,27688,1822.18,1539.85,1380.94,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-04,0.1,2.6,3.9,9.2,-0.6,63,20,1.5,11.5,2874.72309,117.75,387670,5526,50086,37072,27688,1822.65,1540.18,1381.01,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-05,0,3.3,0,4.6,-4.7,47,6,2.6,14.4,2945.42955,101.75,387670,5526,50086,37072,27688,1822.87,1540.71,1381.15,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-06,0,2.9,-3.5,2.1,-8.1,46,9,1.9,12.6,3016.080475,147.95,387670,5526,50086,37072,27688,1822.47,1541.4,1381.42,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-07,0,1.1,-0.3,5.7,-6.9,63,20,1.6,13.7,2572.293783,74.5,387670,5526,50086,37072,27688,1822.89,1542.28,1381.78,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-09,0.1,4.5,2.5,9.7,-4.1,71,20,1.2,8.2,2778.399279,161.13,387670,5526,50086,37072,27688,1822.07,1543.34,1382.35,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-10,0.4,6,6.1,13,1.1,80,27,1.2,8.6,2647.019418,114.69,387670,5526,50086,37072,27688,1821.63,1544.07,1382.64,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-11,0.3,2.2,6.7,13,1.6,69,22,2.6,16.9,2866.822956,108.24,387670,5526,50086,37072,27688,1822.17,1544.93,1383.08,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-12,0,0.4,1.4,5.9,-2.7,49,10,2.1,17.3,2782.380916,143.65,387670,5526,50086,37072,27688,1822.53,1545.71,1383.53,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-13,0.1,3.6,1.2,7.8,-5,57,6,1.2,14,2941.636831,94.44,387670,5526,50086,37072,27688,1822.37,1546.42,1383.96,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-14,0.4,3.7,3.8,8.7,-0.4,62,15,1.8,13.8,2953.394808,84.51,387670,5526,50086,37072,27688,1822.9,1547.22,1384.33,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-16,0,2.7,6.7,13.9,0.6,74,30,1,10.2,2929.840516,108.43,387670,5526,50086,37072,27688,1823.31,1548.42,1385.04,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-17,2.2,16,8,12.1,3.5,84,40,1.6,15.2,3150.489398,126.25,387670,5526,50086,37072,27688,1824.06,1549.25,1385.5,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-18,0.3,9.8,4.4,8.4,1.5,70,17,2.1,14.4,2916.512763,133.51,387670,5526,50086,37072,27688,1824.78,1549.87,1385.93,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-19,0,7.5,1.9,6.7,-1.5,53,13,2.2,14.3,2680.793691,126.52,387670,5526,50086,37072,27688,1824.96,1550.57,1386.36,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-20,0.1,2.4,0.7,5.3,-3.2,60,17,1.6,13.3,2908.525379,97.95,387670,5526,50086,37072,27688,1824.76,1551.3,1386.88,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-21,0.1,2.1,-0.1,4.4,-4.5,68,18,1.2,8.8,3038.34054,84.46,387670,5526,50086,37072,27688,1824.88,1552.04,1387.36,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-23,0.7,11.2,3.5,8.4,-1.3,75,32,1.5,11.8,2918.495112,107.71,387670,5526,50086,37072,27688,1825.28,1553.15,1388.05,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-24,0,2.1,1.6,8.6,-2.4,73,13,1.1,8.6,2924.807535,104.53,387670,5526,50086,37072,27688,1825.05,1554.23,1388.82,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-25,0,0.9,3.2,10.6,-3.5,63,10,1,8.5,2810.207529,109.6,387670,5526,50086,37072,27688,1825.69,1554.82,1389.21,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-26,1.2,20.8,3.3,5.7,1.1,70,25,1.9,22.7,2857.340254,84.92,387670,5526,50086,37072,27688,1826.07,1555.46,1389.74,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-27,0,5.9,0.2,4.8,-3.6,54,14,2.3,21.5,2456.405435,135.6,387670,5526,50086,37072,27688,1826.11,1556.18,1390.22,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-28,0,1,0.1,7.2,-5.4,62,20,1,7.3,2896.520048,80.06,387670,5526,50086,37072,27688,1826.48,1556.8,1390.58,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-30,0.9,3.5,4.7,9.5,-0.1,81,15,2,17.4,3013.322115,115.74,387670,5526,50086,37072,27688,1827.13,1557.74,1391.19,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-31,0.1,10.2,-4.1,0.2,-7,46,13,3.4,21.9,3126.455777,204.69,387670,5526,50086,37072,27688,1827.53,1558.44,1391.59,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2020-01-02,0,0,1.1,6,-3.2,70,27,1.6,9.5,3575.799632,15.78,363434,3557,43915,36652,25374,1829.22,1560.36,1392.88,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-03,0,0,1.7,7.4,-2.5,66,17,1.7,11,3011.574405,212.3,363434,3557,43915,36652,25374,1829.27,1561.05,1393.16,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-04,0,1.5,1.1,7.7,-3.9,66,18,1.6,9.8,2879.776691,102.67,363434,3557,43915,36652,25374,1829.27,1561.87,1393.82,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-06,9.4,31.3,3.2,5.6,-0.9,83,28,1.3,15.6,2755.624019,91.11,363434,3557,43915,36652,25374,1830.83,1563.32,1394.97,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-07,42.4,64,8.7,13.4,4.8,96,54,2.1,26.6,2969.216615,188.03,363434,3557,43915,36652,25374,1832.59,1565.06,1396.28,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-08,4.6,37.2,5.2,11.4,2.9,79,44,3.8,25.9,3049.997763,95.23,363434,3557,43915,36652,25374,1833.08,1566.54,1397.58,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-09,0,1.1,1.6,5.2,-1.6,67,25,2.3,13.1,2774.339777,111.01,363434,3557,43915,36652,25374,1833.56,1568.19,1398.84,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-10,0,0,0.7,7.3,-4,69,16,1.2,9.7,2889.754165,151.5,363434,3557,43915,36652,25374,1834.85,1569.25,1399.62,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-11,0,0.3,1.6,6.8,-2.8,65,22,1.6,11,2805.498669,81.16,363434,3557,43915,36652,25374,1835.39,1570.06,1400.13,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-13,0,3,0.1,3.7,-3.2,59,14,2.3,13.9,2858.610009,124.71,363434,3557,43915,36652,25374,1835.56,1570.97,1400.86,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-14,0,22.8,-0.6,4.5,-4.1,57,16,1.5,10.5,2905.40395,150.5,363434,3557,43915,36652,25374,1835.85,1571.34,1401.06,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-15,0,1.2,-1.2,4.2,-5.4,60,14,1.6,12.4,2791.077454,195.08,363434,3557,43915,36652,25374,1836.16,1571.46,1401.02,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-16,0,0,-0.6,5.6,-5.3,54,9,1.3,9.9,2758.504492,154.18,363434,3557,43915,36652,25374,1835.6,1571.56,1401.06,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-17,0.2,12,0.5,6.7,-3.7,57,10,1.2,13.1,2861.514019,118.91,363434,3557,43915,36652,25374,1835.63,1571.45,1400.91,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-18,0.6,15.3,1.1,7.3,-3.6,60,12,1.6,15.1,2897.867702,119.99,363434,3557,43915,36652,25374,1834.35,1571.27,1400.67,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-20,0,0.3,2.3,6.8,-1.6,57,19,2.4,13.4,2686.827267,165.42,363434,3557,43915,36652,25374,1833.99,1571.26,1400.67,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-21,0,1.4,0.4,6.9,-5.3,51,9,1.4,11.9,2948.322276,162.1,363434,3557,43915,36652,25374,1833.33,1571.17,1400.4,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-22,4.4,37,2.9,5.6,-0.2,68,13,1,10,2888.856318,260.57,363434,3557,43915,36652,25374,1833.27,1571.06,1400.18,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-23,2,7.9,5.1,10.2,1.6,79,23,1.2,12,2992.794985,183.24,363434,3557,43915,36652,25374,1832.87,1571.06,1400.05,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-24,0.9,21.9,4.2,10.5,-0.6,74,18,1.3,10.6,2954.550082,20.04,363434,3557,43915,36652,25374,1832.71,1570.99,1399.94,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-28,1.1,19.5,6.4,10.2,3.1,75,33,1.9,14.9,3027.025518,63.13,363434,3557,43915,36652,25374,1832.24,1570.26,1398.77,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-29,0.9,13.3,5.4,9.4,2.4,74,34,1.4,14.6,2931.875627,72.81,363434,3557,43915,36652,25374,1831.68,1569.66,1398.1,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-30,0.9,17.4,4.3,8.8,0.9,72,29,1.5,18,2875.934745,129.17,363434,3557,43915,36652,25374,1831.22,1568.76,1397.37,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-31,0,1,3,7.8,-0.7,73,29,1.4,14.6,2806.378393,186.63,363434,3557,43915,36652,25374,1829.98,1567.8,1396.42,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-02-01,0,0.2,2.2,7.8,-2.6,73,31,1.5,12.5,2872.256128,99.26,363434,3557,43915,36652,25374,1829.74,1566.46,1394.86,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-03,0,0.7,1.3,5.7,-2.8,56,15,2.3,13.1,2678.036739,129.05,363434,3557,43915,36652,25374,1829.16,1564.89,1393.18,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-04,0.3,2,0.1,6.3,-6.2,57,10,1.8,13.4,2837.174671,135.91,363434,3557,43915,36652,25374,1828.81,1563.3,1391.26,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-05,0,26,-3.6,1,-7.4,43,9,3,14.7,2839.789548,125.47,363434,3557,43915,36652,25374,1827.17,1561.93,1389.72,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-06,0,3.2,-4.2,2,-10.2,50,5,1.5,10,2609.503948,143.11,363434,3557,43915,36652,25374,1825.4,1560.33,1387.92,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-07,0,0.2,-0.4,5.3,-6.6,54,5,1.7,11.1,2565.551209,111.85,363434,3557,43915,36652,25374,1823.77,1558.76,1386.04,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-08,0.1,15.2,1.3,5.8,-2.5,55,22,2.5,16.5,2661.668727,95.62,363434,3557,43915,36652,25374,1822.68,1557.5,1384.5,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-10,0,0.2,3.7,10.8,-2,60,18,1.5,13.9,2837.66654,100.05,363434,3557,43915,36652,25374,1821.21,1555.51,1382.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-11,0.1,3.7,5.4,13.5,-3.2,58,15,1.1,9.4,2729.842127,119.86,363434,3557,43915,36652,25374,1820.45,1552.66,1379.28,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-12,13.3,60.1,7.6,10,5,89,26,1.3,12.4,2930.571562,87.76,363434,3557,43915,36652,25374,1819.74,1550.29,1376.42,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-13,0.1,1.5,8,12.5,3.5,84,29,1.6,10,2579.661916,120.89,363434,3557,43915,36652,25374,1818.05,1547.53,1373.28,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-14,0,0,7.8,15.8,3,77,9,1.1,7,2705.009087,105.42,363434,3557,43915,36652,25374,1816.72,1545.01,1370.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-15,1.4,8,9.4,15.9,3.2,78,25,1.6,15.4,2429.992149,101.26,363434,3557,43915,36652,25374,1814.8,1542.96,1367.64,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-17,1.3,78.4,-3,-0.5,-5.2,65,28,3.7,26.8,2575.423621,154.11,363434,3557,43915,36652,25374,1813.68,1540.38,1364.35,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-18,0,28.8,-1.7,4,-6.8,56,16,2.3,22.5,2834.935091,179.71,363434,3557,43915,36652,25374,1812.8,1538.33,1361.95,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-19,0,0,2.1,9.2,-4.6,62,19,1.3,10,2349.346849,166.89,363434,3557,43915,36652,25374,1811.83,1536.63,1359.7,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-20,0,0,4.7,12.3,-1.3,66,16,1.1,6.8,2675.461897,114.6,363434,3557,43915,36652,25374,1811.46,1535.17,1357.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-21,1.7,7.3,6.8,13.9,-0.6,69,17,1.4,15.3,2451.003273,136.28,363434,3557,43915,36652,25374,1810.36,1533.93,1356.17,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-22,1.7,5.6,6.2,9.9,1.8,58,17,3.7,16.6,2720.344164,119.1,363434,3557,43915,36652,25374,1809.55,1533.01,1354.85,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-24,0.2,2.3,6.9,14.7,-1.6,56,5,1.4,10.1,2693.358178,136.06,363434,3557,43915,36652,25374,1808.9,1531.73,1353.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-25,27.7,57.8,7.3,9.8,5.5,91,19,2,13.6,2653.889088,162.73,363434,3557,43915,36652,25374,1808.13,1530.59,1351.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-26,1.2,22.1,6.9,11.8,2.9,80,38,1.7,11.4,2775.559138,119.27,363434,3557,43915,36652,25374,1807.1,1529.45,1350.36,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-27,0.1,2,5.1,10.1,1.1,71,27,1.5,11.2,2688.273895,143.56,363434,3557,43915,36652,25374,1806.39,1528.09,1348.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-28,2.6,9.8,4.2,6.5,1.4,86,43,1.2,11.2,2883.412983,158.76,363434,3557,43915,36652,25374,1805.07,1526.59,1346.79,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-29,0,16.6,6.5,12,2.6,81,30,1.3,10.3,2695.483429,115.68,363434,3557,43915,36652,25374,1803.7,1525.03,1344.88,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-03-02,0.1,4,5.1,9.6,1.6,58,14,2.6,14.4,2651.345419,164.02,363434,3557,43915,36652,25374,1802.14,1521.76,1340.72,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-03,0.1,2,5.9,12,-0.1,70,30,1.6,10.9,2788.039257,179.74,363434,3557,43915,36652,25374,1801.32,1519.5,1337.92,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-04,0,3.5,4.1,8.4,0.1,56,14,3.5,21.1,2752.480079,176.4,363434,3557,43915,36652,25374,1799.7,1517.3,1335.41,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-05,0,2.6,2.2,8.3,-2.5,52,12,2.2,20.5,2588.064127,151.23,363434,3557,43915,36652,25374,1798.05,1515.36,1333.15,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-06,0,0,3.6,11.8,-4.2,54,1,1.2,7.6,2593.257344,136.06,363434,3557,43915,36652,25374,1796.42,1513.55,1330.82,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-07,1.8,16.4,5.2,10.4,0.4,71,17,1,8.1,2676.010169,104.23,363434,3557,43915,36652,25374,1794.74,1511.7,1328.48,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-09,3.3,43,8.6,14.8,1.4,74,20,1.3,11.3,2532.913072,165.45,363434,3557,43915,36652,25374,1793.63,1508.65,1324.82,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-10,9.3,23.5,7.3,9.8,4.3,85,36,2.5,22.4,2773.903483,164.15,363434,3557,43915,36652,25374,1791.38,1505.06,1320.52,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-11,0,4,4.6,9.5,0.3,49,12,3,19.9,2559.201122,111.94,363434,3557,43915,36652,25374,1787.07,1499.7,1314.23,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-12,0,0.1,6.5,14.7,-1.8,51,11,1.8,12.4,2610.85486,147.93,363434,3557,43915,36652,25374,1783.97,1494.89,1308.62,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-13,0,0.5,6.9,13,1.3,51,6,2.2,13.9,2635.188487,143.7,363434,3557,43915,36652,25374,1781.11,1490.23,1303.35,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-14,0,2.7,4.9,10.1,-1.2,44,11,2.8,16.4,2531.047255,101.94,363434,3557,43915,36652,25374,1777.31,1486.01,1298.25,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-16,0.3,12.1,4.2,10.3,-2.1,50,11,2.2,21.1,2530.2967,152.31,363434,3557,43915,36652,25374,1774.18,1480.14,1291.56,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-17,0.1,2.2,7.2,13.5,0.6,66,18,2.4,12,2640.144272,192.68,363434,3557,43915,36652,25374,1770.16,1473.72,1284.17,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-18,0,0,9.5,17.7,1.3,57,7,1.6,12.4,2618.34514,146.22,363434,3557,43915,36652,25374,1764.62,1465.4,1275.15,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-19,0.1,5.2,9.5,15.6,4.3,53,9,4.3,17.8,2609.230733,157.17,363434,3557,43915,36652,25374,1758.43,1457.94,1266.95,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-20,0,0,9.2,15.5,2.7,42,9,2.8,16.5,2626.647182,163.38,363434,3557,43915,36652,25374,1753.61,1450.71,1259.24,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-21,0.3,5.7,13.1,21.1,4.4,58,19,2.2,13.8,2523.980406,109.73,363434,3557,43915,36652,25374,1749.08,1445.02,1253.06,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-23,0,0,9.6,17.2,2,51,11,2.1,12.2,2472.755187,149.69,363434,3557,43915,36652,25374,1744.38,1437.38,1244.7,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-24,0,0,9.3,17.2,1.9,58,10,1.4,8.6,2644.840198,164.08,363434,3557,43915,36652,25374,1740.34,1430.25,1236.94,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-25,0,0.6,11.5,19.6,2.5,57,15,1.5,11.1,2531.690462,166.42,363434,3557,43915,36652,25374,1735.57,1423.96,1230.81,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-26,7.5,80.4,13.2,18.2,7.6,76,15,1.4,12.2,2384.610996,172.05,363434,3557,43915,36652,25374,1730.56,1418.18,1224.52,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-27,5.8,20.8,11.4,16.3,6.4,84,23,2.2,16.5,2560.149487,159.44,363434,3557,43915,36652,25374,1724.93,1411.92,1218.12,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-28,0,7,7,11.3,3.2,52,7,2.1,16.9,2710.14727,90.01,363434,3557,43915,36652,25374,1720.03,1406.63,1212.81,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-30,0,0,9.9,16.9,4,61,10,1.4,8,2144.290062,227.98,363434,3557,43915,36652,25374,1715.02,1398.93,1205.16,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-31,0,0.6,11,18.9,2.6,58,9,1.4,9.2,2887.257574,236.66,363434,3557,43915,36652,25374,1710.61,1393.03,1199.27,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-04-01,0.7,8.2,10.6,17.4,5.4,55,15,2.5,17.1,2733.032325,179.43,363434,3557,43915,36652,25374,1704.02,1384.29,1190.5,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-02,0,0,9.3,16.8,1.9,51,6,1.8,13.2,2662.218305,211,363434,3557,43915,36652,25374,1698.16,1377.9,1184.19,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
