날짜,무가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-05-11,436.4389362,23.8,220.5,16.8,21.9,11.7,73,28,2.9,21.9,890.86,1309994,0,4682,1108,20058,1897.27,1528.95,1332.71,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-12,433.9755953,9,39,15.8,19.8,12.2,67,20,4.1,15.7,762.72,1309994,0,4682,1108,20058,1899.99,1532.2,1335.7,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-13,418.7524748,0,0,19.6,25.7,12.5,50,11,4.1,17.1,806.14,1309994,0,4682,1108,20058,1905.35,1535,1338,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-14,406.9058248,0,0.5,20.7,26.9,13.6,63,17,2.5,14.4,675.26,1309994,0,4682,1108,20058,1906.34,1537.9,1340.17,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-15,433.7275108,1.3,10.5,19.1,23.9,15.3,78,21,1.8,10.8,635.42,1309994,0,4682,1108,20058,1908.72,1540.82,1342.59,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-16,463.2477377,0,0.6,18,25.3,11.7,58,9,2.2,11,496.83,1309994,0,4682,1108,20058,1911.48,1543.96,1344.96,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-17,439.7697253,0,0,18,26.1,9.8,47,7,1.6,12,683.8,1309994,0,4682,1108,20058,1911.95,1545.39,1345.73,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-18,416.2917129,4,38.3,16.3,20.4,12.8,67,14,1.6,11.7,870.77,1309994,0,4682,1108,20058,1908.99,1548.11,1348.86,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-19,412.3061419,0.7,7.8,17.9,24.2,12.8,74,19,2.2,11.7,737.27,1309994,0,4682,1108,20058,1913.88,1551.36,1350.74,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-20,420.3065003,0,5.4,16.7,22.5,11.3,57,3,2.5,11.6,828.28,1309994,0,4682,1108,20058,1913.17,1553.77,1352.68,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-21,390.5499423,0,0,18.7,26.5,10.1,53,12,2.3,13.6,763.66,1309994,0,4682,1108,20058,1914.46,1555.96,1354.32,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-22,407.2663169,0,0,20.7,27.7,14,45,11,2.2,10.5,707.66,1309994,0,4682,1108,20058,1917.42,1558.21,1356.11,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-23,465.6711761,0,0,20.2,27.3,14.1,48,9,1.7,7.9,460.89,1309994,0,4682,1108,20058,1919.31,1560.62,1357.69,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-24,464.1796923,0,0,20.3,28.3,12.5,48,9,1.7,9.3,632.005,1309994,0,4682,1108,20058,1919.14,1561.72,1358.32,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-25,462.6882085,0,0,20.2,28.3,12.2,53,6,1.8,11.2,803.12,1309994,0,4682,1108,20058,1919.04,1563.01,1359.43,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-26,520.5435693,0,0,21.8,30.9,13.1,50,8,1.8,9.7,683.28,1309994,0,4682,1108,20058,1921.1,1564.95,1360.77,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-27,549.3413182,0,0,21.4,30,12.8,49,8,1.5,11.5,652.32,1309994,0,4682,1108,20058,1924.05,1566.68,1361.86,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-28,629.4070628,0,3,21.7,29.2,15.5,53,13,1.7,9,620.52,1309994,0,4682,1108,20058,1922.85,1567.87,1362.64,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-29,730.1681427,0,0,22.5,29.6,14.6,53,14,1.6,7.8,597.43,1309994,0,4682,1108,20058,1924.12,1568.81,1363.36,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-30,713.885177,2.7,22,19.1,23,15.8,77,33,1.6,9.5,661.95,1309994,0,4682,1108,20058,1922.99,1569.63,1363.74,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-31,664.4250564,0,0,20.4,27.7,14.5,67,14,1.7,8.6,841.695,1309994,0,4682,1108,20058,1921.86,1570.18,1364,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-06-01,614.9649358,0,0,21.8,29,14.2,59,14,1.7,9.8,1021.44,1309994,0,4682,1108,20058,1923.48,1571.55,1365.32,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-02,595.8703085,0.4,39.9,21.7,27.2,17.2,63,13,1.6,8.4,728.58,1309994,0,4682,1108,20058,1923.65,1572.4,1365.77,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-03,605.4361766,0,2.5,21.7,27.7,16.4,46,10,2.9,19.1,699.45,1309994,0,4682,1108,20058,1924.7,1573.51,1366.49,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-04,597.9393361,0,0,21.6,29.3,12.9,44,9,1.7,9.1,688.15,1309994,0,4682,1108,20058,1924.17,1574.42,1367.04,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-05,549.9439112,3.2,16.4,16.9,21.2,13.3,71,22,1.5,9,737.6,1309994,0,4682,1108,20058,1925.96,1575.14,1367.48,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-06,536.8118993,0,0,19.1,26.1,12.3,66,26,1.9,12,436.13,1309994,0,4682,1108,20058,1925.93,1575.56,1367.59,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-07,557.256659,0,0,20.9,27.6,15,63,22,1.9,10.5,606.435,1309994,0,4682,1108,20058,1925.92,1575.86,1367.53,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-08,577.7014188,1.3,11,20.2,24.7,15.8,73,29,1.4,8.6,776.74,1309994,0,4682,1108,20058,1925.63,1576.18,1367.98,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-09,532.8545717,0,0.1,21.7,27.9,16.3,71,21,1.7,7.6,729.54,1309994,0,4682,1108,20058,1925.54,1576.8,1368.17,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-10,573.6169076,0,0.1,23.7,31.2,16.5,61,14,1.8,9.5,649.34,1309994,0,4682,1108,20058,1924.76,1577.23,1368.45,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-11,510.9527594,1.7,13.5,21.8,25.6,17.9,75,16,1.9,10.2,627.89,1309994,0,4682,1108,20058,1925.85,1577.63,1368.53,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-12,547.1382157,0.7,13.5,23.2,29.6,18.1,65,17,2.4,10.9,494.31,1309994,0,4682,1108,20058,1926.22,1578.28,1368.78,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-13,549.2305561,0.7,14.5,22.6,28.4,17.5,69,25,2.3,12.8,432.08,1309994,0,4682,1108,20058,1926.72,1578.92,1368.89,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-14,565.4498805,5.1,50.2,21.8,27.3,17.4,77,23,1.9,14.9,547.635,1309994,0,4682,1108,20058,1925.22,1579.21,1368.72,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-15,581.6692049,0,2,23,28.4,19.2,75,25,1.6,6.6,663.19,1309994,0,4682,1108,20058,1927.6,1579.67,1369.28,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-16,654.0106721,1.1,34.5,22.6,28.5,19.2,78,23,1.7,7.6,602.32,1309994,0,4682,1108,20058,1932.77,1581.36,1369.73,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-17,611.37918,2.9,36.5,21.4,25.9,18.2,79,21,1.8,8.3,640.13,1309994,0,4682,1108,20058,1934.4,1582.09,1369.97,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-18,584.8173302,0.8,15.5,22.5,27.8,18.1,70,27,2.2,8.9,651.39,1309994,0,4682,1108,20058,1934.4,1582.68,1370.09,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-19,578.6373252,2.2,40.5,22.4,27.8,18.4,69,29,2.2,9.9,669.96,1309994,0,4682,1108,20058,1936.52,1583.28,1370.32,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-20,500.4450449,12.2,50,19.4,22.3,17.4,87,40,1.4,7.2,619.49,1309994,0,4682,1108,20058,1935.3,1583.69,1370.27,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-21,492.1079095,0.1,8.5,21.2,26.8,17,76,28,1.5,7.3,691.475,1309994,0,4682,1108,20058,1935.89,1583.73,1370.12,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-22,483.770774,0.2,32,22.3,28,17.3,73,24,1.7,7.3,763.46,1309994,0,4682,1108,20058,1935.18,1584.09,1370.5,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-23,473.0088787,0.1,4.5,23.1,29,18.2,72,23,1.7,8.7,562.13,1309994,0,4682,1108,20058,1934.24,1584.35,1370.25,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-24,567.4230663,3.4,69.9,22.5,27.2,19.2,77,32,1.6,10.1,493.91,1309994,0,4682,1108,20058,1937.41,1584.58,1370.13,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-25,609.6435792,14.6,93.9,21.8,25.9,18.9,80,32,2,13.9,538.16,1309994,0,4682,1108,20058,1935.18,1584.71,1369.82,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-26,747.8211246,32.4,155.5,20.9,23.8,18.8,86,46,2.8,17.8,465.24,1309994,0,4682,1108,20058,1936.08,1584.84,1369.7,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-27,814.6073288,0.7,13.6,21.6,25.8,18.4,77,33,2,12.6,355.88,1309994,0,4682,1108,20058,1936.29,1584.8,1369.41,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-28,743.8844572,0,2.5,22.1,27.2,17.9,76,32,1.8,9.4,610.61,1309994,0,4682,1108,20058,1936.13,1584.76,1369.09,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-29,673.1615855,0.2,7.5,23.5,29.1,18.5,73,25,1.7,8.7,865.34,1309994,0,4682,1108,20058,1937.15,1584.88,1369.47,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-30,717.5259399,11.5,93.2,21.4,25.5,19,84,33,1.4,12.3,641.19,1309994,0,4682,1108,20058,1932.99,1584.68,1369.15,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-07-01,840.260174,0.9,11,22.6,28.1,18.4,73,27,2.5,15.6,393.7,1309994,0,4682,1108,20058,1932.39,1584.5,1368.52,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-02,820.0570691,0.2,4.5,22.4,28.2,17,69,24,2,9.3,571.94,1309994,0,4682,1108,20058,1930.94,1584.36,1368.1,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-03,720.351852,0.5,11,22.3,28,17.6,68,23,1.9,9.3,687.9,1309994,0,4682,1108,20058,1928.25,1584.2,1367.9,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-04,694.2081075,0,0.2,21.2,26.7,15.8,70,24,1.8,6.8,567.03,1309994,0,4682,1108,20058,1927.22,1583.95,1367.19,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-05,731.0983458,0.4,25.7,21.8,27.4,17,72,26,1.6,6.8,588.705,1309994,0,4682,1108,20058,1927.77,1583.87,1366.83,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-06,767.9885841,0.2,17,22.2,27.2,17.9,73,21,1.5,5.9,610.38,1309994,0,4682,1108,20058,1927.97,1583.79,1366.8,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-07,911.7577421,13.3,169.7,20.1,23.1,17.7,82,13,1.7,13.7,576.68,1309994,0,4682,1108,20058,1928.72,1583.38,1366.01,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-08,897.6535774,23,132.5,21,23.6,18.4,90,44,2,9.1,629.06,1309994,0,4682,1108,20058,1926.59,1582.89,1365.21,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-09,885.9463449,19.1,116,22.8,26.2,20.2,86,9,2,9.8,442.25,1309994,0,4682,1108,20058,1927.83,1582.36,1364.34,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-10,949.0699765,0,1.6,25,30.3,20.6,79,32,1.8,9.1,530.58,1309994,0,4682,1108,20058,1928.51,1581.57,1363.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-11,920.6273454,9.2,98.9,25.9,31.1,22,81,34,1.8,16.3,413.04,1309994,0,4682,1108,20058,1926.02,1580.71,1361.65,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-12,957.2189123,44.8,273.5,24.2,26.1,22.8,91,54,3.8,24.6,511.065,1309994,0,4682,1108,20058,1926.27,1580.41,1360.92,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-13,993.8104792,3.6,21,23.9,26.7,21.8,82,43,4,13.9,609.09,1309994,0,4682,1108,20058,1925.08,1580.03,1360.49,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-14,922.1692444,0.1,3.5,25.4,30.8,21,77,30,2,11.8,426.09,1309994,0,4682,1108,20058,1924.75,1579.08,1358.87,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-15,652.6389222,1,62.5,25,31.2,20.7,76,29,1.9,10.9,737.88,1309994,0,4682,1108,20058,1925.27,1578.23,1357.29,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-16,614.4178451,0,6,22.9,27.1,19.4,67,35,3.3,12.8,734.81,1309994,0,4682,1108,20058,1923.09,1577.4,1355.86,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-17,581.8162951,0.3,7.5,21.6,25.7,17.8,67,33,2.3,16.8,706.19,1309994,0,4682,1108,20058,1920.95,1575.89,1354.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-18,542.7475196,0.1,1.5,23,27.1,20.1,75,38,1.5,7.7,488.43,1309994,0,4682,1108,20058,1921.14,1574.77,1352.6,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-19,599.4674912,1.5,9.7,24,28.6,20.2,80,39,1.5,8.1,525.76,1309994,0,4682,1108,20058,1919.88,1574.28,1351.78,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-20,656.1874627,2.7,27.5,24.3,27.6,21.9,86,50,1.6,6.9,563.09,1309994,0,4682,1108,20058,1919.82,1573.6,1350.95,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-21,687.0055838,4.1,29.5,24.6,28.3,22.1,89,46,1.3,5.7,677.86,1309994,0,4682,1108,20058,1920.19,1572.66,1349.15,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-22,641.2682329,2.8,40,25.7,29.9,23,87,43,1.3,11,660.11,1309994,0,4682,1108,20058,1920.51,1571.76,1347.83,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-23,609.2519317,13,77,25.9,29.4,23.6,88,44,1.9,12.7,615.39,1309994,0,4682,1108,20058,1919.23,1570.57,1346.11,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-24,671.2488513,17.4,134,25.6,27.6,24.1,90,56,2.5,12.6,479.88,1309994,0,4682,1108,20058,1918.23,1569.63,1344.64,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-25,694.7278147,8.8,105.8,26.5,29.6,24,82,44,2.7,13.5,262.36,1309994,0,4682,1108,20058,1916.43,1568.59,1343.18,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-26,601.1026513,3.8,41.6,27,32.4,22.4,77,31,1.7,9.5,652.02,1309994,0,4682,1108,20058,1915.58,1568.14,1342.25,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-27,507.4774878,1.8,25.3,26.6,30.4,23.5,82,34,1.6,7.7,1041.68,1309994,0,4682,1108,20058,1916.31,1567.45,1341.44,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-28,491.7397056,0.6,23.1,27.4,32,24.1,80,37,1.6,7.6,662.91,1309994,0,4682,1108,20058,1915.94,1566.15,1339.75,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-29,515.0042444,7.1,64.7,27.3,31.1,24.3,85,46,1.7,10.7,717.41,1309994,0,4682,1108,20058,1916.36,1564.98,1338.15,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-30,626.251883,0,0,28.7,33.7,24.7,79,31,2,9.6,454.99,1309994,0,4682,1108,20058,1915.55,1564.12,1336.88,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-31,565.3191296,0.2,4.5,28.3,33.6,24.5,78,29,1.9,11,639.18,1309994,0,4682,1108,20058,1914.7,1563.34,1335.99,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-08-01,463.1001697,1,66.5,27.6,32.9,23.8,79,27,1.8,8.7,108.44,1309994,0,4682,1108,20058,1913.9,1561.97,1333.6,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-02,544.5780169,5.1,39.7,27,31.5,23.5,83,37,1.9,9.4,406.81,1309994,0,4682,1108,20058,1911.72,1561.53,1332.74,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-03,626.0558641,0,3.5,28.1,33.1,24.2,74,28,2.2,11.1,705.18,1309994,0,4682,1108,20058,1912.43,1560.91,1331.98,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-04,501.2618451,0,4.7,28,33.3,23.3,72,21,2.5,10.8,898.68,1309994,0,4682,1108,20058,1909.96,1559.64,1330.14,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-05,454.0345122,0,12,28,33.7,23.6,74,29,2,9.3,617.58,1309994,0,4682,1108,20058,1906.53,1558.65,1328.42,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-06,470.042396,0,1,28.4,34.3,23.4,74,22,1.4,7.2,512.78,1309994,0,4682,1108,20058,1907.97,1557.68,1326.76,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-07,467.4314441,2.2,65,28.5,34.8,23.4,74,25,1.4,8.1,620.27,1309994,0,4682,1108,20058,1904.99,1556.66,1325,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-08,467.2102387,6.8,63.6,27.1,33.8,23.6,82,29,1.6,11.5,436.62,1309994,0,4682,1108,20058,1905.37,1555.54,1323.35,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-09,547.9622703,0,0,26.8,32.3,22.7,77,24,1.5,6.8,509.885,1309994,0,4682,1108,20058,1904.18,1554.97,1322.3,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-10,628.7143019,0,0,26.4,31.5,22.7,76,26,1.4,7.1,583.15,1309994,0,4682,1108,20058,1902.78,1554.09,1321.19,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-11,547.8593415,6.7,91.8,25.1,29.2,21.3,80,23,1.4,16.5,705.82,1309994,0,4682,1108,20058,1901.92,1552.43,1318.78,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-12,502.4186718,5.1,31,23.8,27.9,20.4,83,33,1.8,12.8,695.42,1309994,0,4682,1108,20058,1900.38,1551.12,1316.74,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-13,530.3386618,6.9,59,24.8,30.5,21,81,34,1.5,10.3,544.94,1309994,0,4682,1108,20058,1900.13,1549.67,1314.57,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-14,548.7887,1.1,22.5,25.1,30.8,20.8,80,33,1.4,7,478.62,1309994,0,4682,1108,20058,1899.15,1548.01,1312.37,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-15,612.3410969,0,4.5,25.9,31.6,21.2,78,29,1.4,6.2,310.25,1309994,0,4682,1108,20058,1899.88,1547.37,1311.07,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-16,567.4560859,6.9,74.6,24.8,29.7,21.4,84,38,1.4,8.8,597.09,1309994,0,4682,1108,20058,1898.94,1546.78,1310.08,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-17,522.571075,1,38.6,25.1,30.9,20.5,77,33,1.6,8.9,883.93,1309994,0,4682,1108,20058,1898.23,1545.61,1308.67,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-18,467.0528524,0,1.4,25.2,30,21.3,76,32,1.6,8.3,726.84,1309994,0,4682,1108,20058,1896.7,1543.86,1306.05,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-19,466.9230854,0,1.8,25,29,21.4,79,39,1.4,8.4,577.89,1309994,0,4682,1108,20058,1895.88,1542.11,1303.94,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-20,462.0291892,5,35.7,24.1,27.3,22,87,46,1.2,9,657.67,1309994,0,4682,1108,20058,1893.88,1540.47,1301.72,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-21,444.4436127,26.6,126,23.6,28.3,21.1,86,40,1.4,15.5,685.27,1309994,0,4682,1108,20058,1893.57,1538.62,1298.67,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-22,441.0779385,0.3,5.6,24.3,28.6,21.1,83,29,1.2,7.9,499.24,1309994,0,4682,1108,20058,1892.67,1536.83,1296.15,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-23,488.7464189,0.1,3,24.9,29.8,21.4,80,27,1.2,6.3,555.37,1309994,0,4682,1108,20058,1893.56,1535.99,1294.75,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-24,536.4148994,3.1,65.5,24.7,27.9,22.1,79,41,2.3,10.2,611.5,1309994,0,4682,1108,20058,1891.97,1534.64,1293.53,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-25,548.1210786,26.8,201.5,21.5,24,19.7,89,54,3.4,25.3,815.05,1309994,0,4682,1108,20058,1887.59,1532.13,1290.22,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-26,700.9833355,0.4,48.5,22.2,26.9,18.7,76,33,1.9,22.6,224.73,1309994,0,4682,1108,20058,1885.56,1529.74,1287.14,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-27,478.5231063,1.4,17.5,23.2,28.7,18.3,77,24,1.9,10.5,799.96,1309994,0,4682,1108,20058,1882.02,1527.31,1284.01,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-28,447.9093947,2.5,29.5,23,28.7,18.8,80,27,1.4,9.2,767.97,1309994,0,4682,1108,20058,1879.3,1525.2,1281.31,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-29,384.4119904,0,0,22.9,28.7,18.8,79,25,1.2,5.9,708.8,1309994,0,4682,1108,20058,1878.5,1523.83,1279.36,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-30,382.138294,0.4,18.5,23.2,29.1,18.3,79,27,1.2,5.3,843.61,1309994,0,4682,1108,20058,1878,1523.31,1278.32,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-31,379.8645976,1.8,29,23.9,29.1,19.3,78,34,1.6,7,978.42,1309994,0,4682,1108,20058,1878,1522.64,1277.88,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-09-01,385.1705288,5,59.2,23.6,27.9,20.8,79,41,1.9,11.9,712.17,1309994,0,4682,1108,20058,1875.7,1520.29,1274.56,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-02,420.4712255,9.6,52.5,22.8,27.4,20,86,45,1.6,8.9,571.72,1309994,0,4682,1108,20058,1871.34,1519.15,1272.88,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-03,358.6409389,1.8,18,22.9,28.1,19.2,81,39,1.6,9.1,949.67,1309994,0,4682,1108,20058,1871.12,1518.04,1271.33,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-04,313.2395501,0,28.5,23.3,29,18.8,78,30,1.5,8,908.62,1309994,0,4682,1108,20058,1869.36,1517.06,1270.18,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-05,288.9682182,9.4,64.4,21.7,25.6,19.4,87,43,1.6,10.4,589.46,1309994,0,4682,1108,20058,1867.69,1516.11,1268.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-06,359.3238332,6.6,50.5,20.9,24.6,18,80,44,2.4,13.7,620.615,1309994,0,4682,1108,20058,1865.54,1515.75,1268.12,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-07,429.6794482,0.1,2,20.7,26.4,15.9,70,29,2.1,10.7,651.77,1309994,0,4682,1108,20058,1864.93,1515.28,1267.82,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-08,369.7542733,0,0,20,26.2,14.3,65,20,2.3,11.9,842.33,1309994,0,4682,1108,20058,1870.02,1515.27,1267.91,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-09,328.2468971,0,9.5,20.3,27.1,13.6,62,17,2.4,14.4,1072.85,1309994,0,4682,1108,20058,1870.6,1514.76,1267.03,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-10,309.0976138,0,5.5,20.6,27.3,14.2,69,22,1.5,14,1007.3,1309994,0,4682,1108,20058,1870.54,1514.26,1266.36,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-11,296.9091314,1.5,10,21,26.6,15.7,79,32,1.5,7,816.81,1309994,0,4682,1108,20058,1869.61,1513.75,1265.83,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-12,295.7226803,3.8,23,18.8,22.1,15.5,83,29,1.5,13.7,596.99,1309994,0,4682,1108,20058,1867.56,1513.27,1265.48,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-13,305.4048588,0,1.5,18.6,25.1,13.5,68,23,1.7,12.3,812.555,1309994,0,4682,1108,20058,1866.08,1513.1,1264.84,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-14,315.0870373,0,0,19.1,26.4,12.8,69,22,1.5,6.7,1028.12,1309994,0,4682,1108,20058,1867.45,1512.85,1265.09,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-15,291.7521431,0,0,19.3,25.7,13.3,64,21,2,8.2,1033.88,1309994,0,4682,1108,20058,1870.22,1512.54,1264.67,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
